address	name	full_name	parent_namespace
EXTERNAL:00000084	String	SCCORE.DLL::ScCore::String::String	SCCORE.DLL::ScCore::String
EXTERNAL:00000085	substr	SCCORE.DLL::ScCore::String::substr	SCCORE.DLL::ScCore::String
EXTERNAL:00000086	print	SCCORE.DLL::ScCore::String::print	SCCORE.DLL::ScCore::String
EXTERNAL:00000087	insert	SCCORE.DLL::ScCore::String::insert	SCCORE.DLL::ScCore::String
EXTERNAL:00000088	split	SCCORE.DLL::ScCore::String::split	SCCORE.DLL::ScCore::String
EXTERNAL:00000089	split	SCCORE.DLL::ScCore::String::split	SCCORE.DLL::ScCore::String
EXTERNAL:0000008a	find	SCCORE.DLL::ScCore::String::find	SCCORE.DLL::ScCore::String
EXTERNAL:0000008b	erase	SCCORE.DLL::ScCore::String::erase	SCCORE.DLL::ScCore::String
EXTERNAL:0000008c	erase	SCCORE.DLL::ScCore::String::erase	SCCORE.DLL::ScCore::String
EXTERNAL:0000008d	operator=	SCCORE.DLL::ScCore::String::operator=	SCCORE.DLL::ScCore::String
EXTERNAL:0000008e	operator=	SCCORE.DLL::ScCore::String::operator=	SCCORE.DLL::ScCore::String
EXTERNAL:0000008f	HashTable	SCCORE.DLL::ScCore::HashTable::HashTable	SCCORE.DLL::ScCore::HashTable
EXTERNAL:00000090	~HashTable	SCCORE.DLL::ScCore::HashTable::~HashTable	SCCORE.DLL::ScCore::HashTable
EXTERNAL:00000091	hasKey	SCCORE.DLL::ScCore::HashTable::hasKey	SCCORE.DLL::ScCore::HashTable
EXTERNAL:00000092	set	SCCORE.DLL::ScCore::HashTable::set	SCCORE.DLL::ScCore::HashTable
EXTERNAL:00000093	getKeys	SCCORE.DLL::ScCore::HashTable::getKeys	SCCORE.DLL::ScCore::HashTable
EXTERNAL:00000094	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000095	toString	SCCORE.DLL::ScCore::Variant::toString	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000096	getLiveObject	SCCORE.DLL::ScCore::Variant::getLiveObject	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000097	setJSObject	SCCORE.DLL::ScCore::Variant::setJSObject	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000098	setJSObject	SCCORE.DLL::ScCore::Variant::setJSObject	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000099	Array	SCCORE.DLL::ScCore::Array::Array	SCCORE.DLL::ScCore::Array
EXTERNAL:0000009a	length	SCCORE.DLL::ScCore::Array::length	SCCORE.DLL::ScCore::Array
EXTERNAL:0000009b	getAll	SCCORE.DLL::ScCore::Dictionary::getAll	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:0000009c	get	SCCORE.DLL::ScCore::Dictionary::get	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:0000009d	isDefault	SCCORE.DLL::ScCore::Dictionary::isDefault	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:0000009e	toXML	SCCORE.DLL::ScCore::Dictionary::toXML	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:0000009f	getClassXML	SCCORE.DLL::ScCore::Dictionary::getClassXML	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:000000a0	Error	SCCORE.DLL::ScCore::Error::Error	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a1	Error	SCCORE.DLL::ScCore::Error::Error	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a2	operator=	SCCORE.DLL::ScCore::Error::operator=	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a3	~Error	SCCORE.DLL::ScCore::Error::~Error	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a4	push	SCCORE.DLL::ScCore::Error::push	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a5	push	SCCORE.DLL::ScCore::Error::push	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a6	getFullText	SCCORE.DLL::ScCore::Error::getFullText	SCCORE.DLL::ScCore::Error
EXTERNAL:000000a7	getSystem	SCCORE.DLL::ScCore::Encoder::getSystem	SCCORE.DLL::ScCore::Encoder
EXTERNAL:000000a8	watol	SCCORE.DLL::ScCore::UnicodeUtils::watol	SCCORE.DLL::ScCore::UnicodeUtils
EXTERNAL:000000a9	FileSpec	SCCORE.DLL::ScCore::FileSpec::FileSpec	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:000000aa	~FileSpec	SCCORE.DLL::ScCore::FileSpec::~FileSpec	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:000000ab	File	SCCORE.DLL::ScCore::File::File	SCCORE.DLL::ScCore::File
EXTERNAL:000000ac	~File	SCCORE.DLL::ScCore::File::~File	SCCORE.DLL::ScCore::File
EXTERNAL:000000ad	getEncoding	SCCORE.DLL::ScCore::File::getEncoding	SCCORE.DLL::ScCore::File
EXTERNAL:000000ae	setEncoding	SCCORE.DLL::ScCore::File::setEncoding	SCCORE.DLL::ScCore::File
EXTERNAL:000000af	open	SCCORE.DLL::ScCore::File::open	SCCORE.DLL::ScCore::File
EXTERNAL:000000b0	read	SCCORE.DLL::ScCore::File::read	SCCORE.DLL::ScCore::File
EXTERNAL:000000b1	seek	SCCORE.DLL::ScCore::File::seek	SCCORE.DLL::ScCore::File
EXTERNAL:000000b2	setDefaultNamespaceURI	SCCORE.DLL::ScCore::XML::setDefaultNamespaceURI	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b3	XML	SCCORE.DLL::ScCore::XML::XML	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b4	XML	SCCORE.DLL::ScCore::XML::XML	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b5	XML	SCCORE.DLL::ScCore::XML::XML	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b6	setName	SCCORE.DLL::ScCore::XML::setName	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b7	length	SCCORE.DLL::ScCore::XML::length	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b8	getChild	SCCORE.DLL::ScCore::XML::getChild	SCCORE.DLL::ScCore::XML
EXTERNAL:000000b9	isEqual	SCCORE.DLL::ScCore::XML::isEqual	SCCORE.DLL::ScCore::XML
EXTERNAL:000000ba	indexOf	SCCORE.DLL::ScCore::XML::indexOf	SCCORE.DLL::ScCore::XML
EXTERNAL:000000bb	get_r	SCCORE.DLL::ScCore::XML::get_r	SCCORE.DLL::ScCore::XML
EXTERNAL:000000bc	get_r	SCCORE.DLL::ScCore::XML::get_r	SCCORE.DLL::ScCore::XML
EXTERNAL:000000bd	getBool	SCCORE.DLL::ScCore::XML::getBool	SCCORE.DLL::ScCore::XML
EXTERNAL:000000be	getInteger	SCCORE.DLL::ScCore::XML::getInteger	SCCORE.DLL::ScCore::XML
EXTERNAL:000000bf	getText	SCCORE.DLL::ScCore::XML::getText	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c0	put	SCCORE.DLL::ScCore::XML::put	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c1	add	SCCORE.DLL::ScCore::XML::add	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c2	add	SCCORE.DLL::ScCore::XML::add	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c3	insert	SCCORE.DLL::ScCore::XML::insert	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c4	insertChild	SCCORE.DLL::ScCore::XML::insertChild	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c5	toString	SCCORE.DLL::ScCore::XML::toString	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c6	toXMLString	SCCORE.DLL::ScCore::XML::toXMLString	SCCORE.DLL::ScCore::XML
EXTERNAL:000000c7	erase	SCCORE.DLL::ScCore::Error::erase	SCCORE.DLL::ScCore::Error
EXTERNAL:000000c8	getAs	SCCORE.DLL::ScCore::LiveBase::getAs	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000c9	getAs	SCCORE.DLL::ScCore::LiveBase::getAs	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000ca	invalidate	SCCORE.DLL::ScCore::LiveBase::invalidate	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000cb	revalidate	SCCORE.DLL::ScCore::LiveBase::revalidate	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000cc	getErrorText	SCCORE.DLL::ScCore::LiveBase::getErrorText	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000cd	getErrorText	SCCORE.DLL::ScCore::LiveBase::getErrorText	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000ce	setError	SCCORE.DLL::ScCore::LiveBase::setError	SCCORE.DLL::ScCore::LiveBase
EXTERNAL:000000cf	getBool	SCCORE.DLL::ScCore::Variant::getBool	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000d0	toString	SCCORE.DLL::ScCore::Variant::toString	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000d1	operator[]	SCCORE.DLL::ScCore::BasicArray::operator[]	SCCORE.DLL::ScCore::BasicArray
EXTERNAL:000000d2	alert	SCCORE.DLL::ScCore::Dialogs::alert	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:000000d3	alert	SCCORE.DLL::ScCore::Dialogs::alert	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:000000d4	confirm	SCCORE.DLL::ScCore::Dialogs::confirm	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:000000d5	confirm	SCCORE.DLL::ScCore::Dialogs::confirm	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:000000d6	prompt	SCCORE.DLL::ScCore::Dialogs::prompt	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:000000d7	LivePropertyManager	SCCORE.DLL::ScCore::LivePropertyManager::LivePropertyManager	SCCORE.DLL::ScCore::LivePropertyManager
EXTERNAL:000000d8	LiveComponent	SCCORE.DLL::ScCore::LiveComponent::LiveComponent	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000d9	reset	SCCORE.DLL::ScCore::LiveComponent::reset	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000da	getIDForName	SCCORE.DLL::ScCore::LiveComponent::getIDForName	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000db	getNameForID	SCCORE.DLL::ScCore::LiveComponent::getNameForID	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000dc	getType	SCCORE.DLL::ScCore::LiveComponent::getType	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000dd	hasOperators	SCCORE.DLL::ScCore::LiveComponent::hasOperators	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000de	enumerate	SCCORE.DLL::ScCore::LiveComponent::enumerate	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000df	getServiceInfo	SCCORE.DLL::ScCore::LiveComponent::getServiceInfo	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e0	get	SCCORE.DLL::ScCore::LiveComponent::get	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e1	put	SCCORE.DLL::ScCore::LiveComponent::put	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e2	isGeneric	SCCORE.DLL::ScCore::LiveComponent::isGeneric	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e3	isIndexable	SCCORE.DLL::ScCore::LiveComponent::isIndexable	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e4	getLength	SCCORE.DLL::ScCore::LiveComponent::getLength	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e5	putLength	SCCORE.DLL::ScCore::LiveComponent::putLength	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e6	getByIndex	SCCORE.DLL::ScCore::LiveComponent::getByIndex	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e7	putByIndex	SCCORE.DLL::ScCore::LiveComponent::putByIndex	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e8	deleteByIndex	SCCORE.DLL::ScCore::LiveComponent::deleteByIndex	SCCORE.DLL::ScCore::LiveComponent
EXTERNAL:000000e9	operator+=	SCCORE.DLL::ScCore::String::operator+=	SCCORE.DLL::ScCore::String
EXTERNAL:000000ea	findKey	SCCORE.DLL::ScCore::SparseArray::findKey	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:000000eb	String	SCCORE.DLL::ScCore::String::String	SCCORE.DLL::ScCore::String
EXTERNAL:000000ec	operator=	SCCORE.DLL::ScCore::String::operator=	SCCORE.DLL::ScCore::String
EXTERNAL:000000ed	parse	SCCORE.DLL::ScCore::TypeInfo::parse	SCCORE.DLL::ScCore::TypeInfo
EXTERNAL:000000ee	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000ef	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000f0	setIncrement	SCCORE.DLL::ScCore::SimpleArray::setIncrement	SCCORE.DLL::ScCore::SimpleArray
EXTERNAL:000000f1	operator=	SCCORE.DLL::ScCore::String::operator=	SCCORE.DLL::ScCore::String
EXTERNAL:000000f2	scanDouble	SCCORE.DLL::ScCore::Variant::scanDouble	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000f3	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000f4	setNull	SCCORE.DLL::ScCore::Variant::setNull	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000f5	convert	SCCORE.DLL::ScCore::Variant::convert	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000f6	strcmp16	SCCORE.DLL::strcmp16	SCCORE.DLL
EXTERNAL:000000f7	strlen16	SCCORE.DLL::strlen16	SCCORE.DLL
EXTERNAL:000000f8	getCacheSize	SCCORE.DLL::ScCore::Heap::getCacheSize	SCCORE.DLL::ScCore::Heap
EXTERNAL:000000f9	setCacheSize	SCCORE.DLL::ScCore::Heap::setCacheSize	SCCORE.DLL::ScCore::Heap
EXTERNAL:000000fa	String	SCCORE.DLL::ScCore::String::String	SCCORE.DLL::ScCore::String
EXTERNAL:000000fb	decode	SCCORE.DLL::ScCore::String::decode	SCCORE.DLL::ScCore::String
EXTERNAL:000000fc	ncmp	SCCORE.DLL::ScCore::String::ncmp	SCCORE.DLL::ScCore::String
EXTERNAL:000000fd	convertLF	SCCORE.DLL::ScCore::String::convertLF	SCCORE.DLL::ScCore::String
EXTERNAL:000000fe	setObject	SCCORE.DLL::ScCore::Variant::setObject	SCCORE.DLL::ScCore::Variant
EXTERNAL:000000ff	getRect	SCCORE.DLL::ScCore::Variant::getRect	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000100	alert	SCCORE.DLL::ScCore::Dialogs::alert	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:00000101	colorPicker	SCCORE.DLL::ScCore::Dialogs::colorPicker	SCCORE.DLL::ScCore::Dialogs
EXTERNAL:00000102	get	SCCORE.DLL::ScCore::Dictionary::get	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:00000103	get	SCCORE.DLL::ScCore::Encoder::get	SCCORE.DLL::ScCore::Encoder
EXTERNAL:00000104	getDefault	SCCORE.DLL::ScCore::Encoder::getDefault	SCCORE.DLL::ScCore::Encoder
EXTERNAL:00000105	setDefault	SCCORE.DLL::ScCore::Encoder::setDefault	SCCORE.DLL::ScCore::Encoder
EXTERNAL:00000106	getLocale	SCCORE.DLL::ScCore::Localizer::getLocale	SCCORE.DLL::ScCore::Localizer
EXTERNAL:00000107	RegExp	SCCORE.DLL::ScCore::RegExp::RegExp	SCCORE.DLL::ScCore::RegExp
EXTERNAL:00000108	~RegExp	SCCORE.DLL::ScCore::RegExp::~RegExp	SCCORE.DLL::ScCore::RegExp
EXTERNAL:00000109	match	SCCORE.DLL::ScCore::RegExp::match	SCCORE.DLL::ScCore::RegExp
EXTERNAL:0000010a	createCaptureList	SCCORE.DLL::ScCore::RegExp::createCaptureList	SCCORE.DLL::ScCore::RegExp
EXTERNAL:0000010b	changePath	SCCORE.DLL::ScCore::FileSpec::changePath	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000010c	getAbsoluteURI	SCCORE.DLL::ScCore::FileSpec::getAbsoluteURI	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000010d	getPath	SCCORE.DLL::ScCore::FileSpec::getPath	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000010e	close	SCCORE.DLL::ScCore::File::close	SCCORE.DLL::ScCore::File
EXTERNAL:0000010f	sleep	SCCORE.DLL::ScCore::Thread::sleep	SCCORE.DLL::ScCore::Thread
EXTERNAL:00000110	getHiResTimer	SCCORE.DLL::ScCore::Thread::getHiResTimer	SCCORE.DLL::ScCore::Thread
EXTERNAL:00000111	indexOf	SCCORE.DLL::ScCore::SimpleArray::indexOf	SCCORE.DLL::ScCore::SimpleArray
EXTERNAL:00000112	removeAt	SCCORE.DLL::ScCore::SimpleArray::removeAt	SCCORE.DLL::ScCore::SimpleArray
EXTERNAL:00000113	SparseArray	SCCORE.DLL::ScCore::SparseArray::SparseArray	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000114	~SparseArray	SCCORE.DLL::ScCore::SparseArray::~SparseArray	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000115	set	SCCORE.DLL::ScCore::SparseArray::set	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000116	getObjectData	SCCORE.DLL::ScCore::Variant::getObjectData	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000117	~Dictionary	SCCORE.DLL::ScCore::Dictionary::~Dictionary	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:00000118	addTable	SCCORE.DLL::ScCore::Dictionary::addTable	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:00000119	addTables	SCCORE.DLL::ScCore::Dictionary::addTables	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:0000011a	getDateTimeStampAsISO	SCCORE.DLL::ScCore::Dictionary::getDateTimeStampAsISO	SCCORE.DLL::ScCore::Dictionary
EXTERNAL:0000011b	getAscii	SCCORE.DLL::ScCore::Encoder::getAscii	SCCORE.DLL::ScCore::Encoder
EXTERNAL:0000011c	getUTCTime	SCCORE.DLL::ScCore::Time::getUTCTime	SCCORE.DLL::ScCore::Time
EXTERNAL:0000011d	get	SCCORE.DLL::ScCore::Context::get	SCCORE.DLL::ScCore::Context
EXTERNAL:0000011e	BasicArray	SCCORE.DLL::ScCore::BasicArray::BasicArray	SCCORE.DLL::ScCore::BasicArray
EXTERNAL:0000011f	~BasicArray	SCCORE.DLL::ScCore::BasicArray::~BasicArray	SCCORE.DLL::ScCore::BasicArray
EXTERNAL:00000120	operator=	SCCORE.DLL::ScCore::SimpleArray::operator=	SCCORE.DLL::ScCore::SimpleArray
EXTERNAL:00000121	Broadcaster	SCCORE.DLL::ScCore::Broadcaster::Broadcaster	SCCORE.DLL::ScCore::Broadcaster
EXTERNAL:00000122	~Broadcaster	SCCORE.DLL::ScCore::Broadcaster::~Broadcaster	SCCORE.DLL::ScCore::Broadcaster
EXTERNAL:00000123	setMoreInfo	SCCORE.DLL::ScCore::Error::setMoreInfo	SCCORE.DLL::ScCore::Error
EXTERNAL:00000124	get	SCCORE.DLL::ScCore::Localizer::get	SCCORE.DLL::ScCore::Localizer
EXTERNAL:00000125	set	SCCORE.DLL::ScCore::Localizer::set	SCCORE.DLL::ScCore::Localizer
EXTERNAL:00000126	getVersion	SCCORE.DLL::ScCore::getVersion	SCCORE.DLL::ScCore
EXTERNAL:00000127	isInitialized	SCCORE.DLL::ScCore::InitTerm::isInitialized	SCCORE.DLL::ScCore::InitTerm
EXTERNAL:00000128	get	SCCORE.DLL::ScCore::Globals::get	SCCORE.DLL::ScCore::Globals
EXTERNAL:00000129	set	SCCORE.DLL::ScCore::Callbacks::set	SCCORE.DLL::ScCore::Callbacks
EXTERNAL:0000012a	create	SCCORE.DLL::ScCore::LiveObject::create	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000012b	merge	SCCORE.DLL::ScCore::SimpleArray::merge	SCCORE.DLL::ScCore::SimpleArray
EXTERNAL:0000012c	~String	SCCORE.DLL::ScCore::String::~String	SCCORE.DLL::ScCore::String
EXTERNAL:0000012d	forEach	SCCORE.DLL::ScCore::SparseArray::forEach	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:0000012e	HashTable	SCCORE.DLL::ScCore::HashTable::HashTable	SCCORE.DLL::ScCore::HashTable
EXTERNAL:0000012f	forEach	SCCORE.DLL::ScCore::HashTable::forEach	SCCORE.DLL::ScCore::HashTable
EXTERNAL:00000130	addListener	SCCORE.DLL::ScCore::Broadcaster::addListener	SCCORE.DLL::ScCore::Broadcaster
EXTERNAL:00000131	removeListener	SCCORE.DLL::ScCore::Broadcaster::removeListener	SCCORE.DLL::ScCore::Broadcaster
EXTERNAL:00000132	getFactory	SCCORE.DLL::ScCore::LiveObject::getFactory	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000133	setAutostore	SCCORE.DLL::ScCore::LiveObject::setAutostore	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:00000134	isErrorClass	SCCORE.DLL::ScCore::Error::isErrorClass	SCCORE.DLL::ScCore::Error
EXTERNAL:00000135	decodeURI	SCCORE.DLL::ScCore::String::decodeURI	SCCORE.DLL::ScCore::String
EXTERNAL:00000136	append	SCCORE.DLL::ScCore::String::append	SCCORE.DLL::ScCore::String
EXTERNAL:00000137	findAny	SCCORE.DLL::ScCore::String::findAny	SCCORE.DLL::ScCore::String
EXTERNAL:00000138	strip	SCCORE.DLL::ScCore::String::strip	SCCORE.DLL::ScCore::String
EXTERNAL:00000139	parse	SCCORE.DLL::ScCore::String::parse	SCCORE.DLL::ScCore::String
EXTERNAL:0000013a	erase	SCCORE.DLL::ScCore::HashTable::erase	SCCORE.DLL::ScCore::HashTable
EXTERNAL:0000013b	isWS	SCCORE.DLL::ScCore::UnicodeUtils::isWS	SCCORE.DLL::ScCore::UnicodeUtils
EXTERNAL:0000013c	operator=	SCCORE.DLL::ScCore::FileSpec::operator=	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000013d	setPath	SCCORE.DLL::ScCore::FileSpec::setPath	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000013e	getCurrentDir	SCCORE.DLL::ScCore::FileUtils::getCurrentDir	SCCORE.DLL::ScCore::FileUtils
EXTERNAL:0000013f	hasUnassignedObjectData	SCCORE.DLL::ScCore::Variant::hasUnassignedObjectData	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000140	get	SCCORE.DLL::ScCore::Allocator::get	SCCORE.DLL::ScCore::Allocator
EXTERNAL:00000141	operator=	SCCORE.DLL::ScCore::SparseArray::operator=	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000142	erase	SCCORE.DLL::ScCore::SparseArray::erase	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000143	getData	SCCORE.DLL::ScCore::SparseArray::getData	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000144	getPoint	SCCORE.DLL::ScCore::Variant::getPoint	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000145	getFileSpec	SCCORE.DLL::ScCore::Variant::getFileSpec	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000146	getArray	SCCORE.DLL::ScCore::Variant::getArray	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000147	setObjectData	SCCORE.DLL::ScCore::Variant::setObjectData	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000148	Array	SCCORE.DLL::ScCore::Array::Array	SCCORE.DLL::ScCore::Array
EXTERNAL:00000149	Array	SCCORE.DLL::ScCore::Array::Array	SCCORE.DLL::ScCore::Array
EXTERNAL:0000014a	operator=	SCCORE.DLL::ScCore::Array::operator=	SCCORE.DLL::ScCore::Array
EXTERNAL:0000014b	get	SCCORE.DLL::ScCore::Array::get	SCCORE.DLL::ScCore::Array
EXTERNAL:0000014c	broadcast	SCCORE.DLL::ScCore::Broadcaster::broadcast	SCCORE.DLL::ScCore::Broadcaster
EXTERNAL:0000014d	getErrorDefinition	SCCORE.DLL::ScCore::Error::getErrorDefinition	SCCORE.DLL::ScCore::Error
EXTERNAL:0000014e	getTicks	SCCORE.DLL::ScCore::Time::getTicks	SCCORE.DLL::ScCore::Time
EXTERNAL:0000014f	getHiResTimer	SCCORE.DLL::ScCore::Time::getHiResTimer	SCCORE.DLL::ScCore::Time
EXTERNAL:00000150	FileWrapper	SCCORE.DLL::ScCore::FileWrapper::FileWrapper	SCCORE.DLL::ScCore::FileWrapper
EXTERNAL:00000151	Variant	SCCORE.DLL::ScCore::Variant::Variant	SCCORE.DLL::ScCore::Variant
EXTERNAL:00000152	Callbacks	SCCORE.DLL::ScCore::Callbacks::Callbacks	SCCORE.DLL::ScCore::Callbacks
EXTERNAL:00000153	setup	SCCORE.DLL::ScCore::String::setup	SCCORE.DLL::ScCore::String
EXTERNAL:00000154	localize	SCCORE.DLL::ScCore::String::localize	SCCORE.DLL::ScCore::String
EXTERNAL:00000155	push	SCCORE.DLL::ScCore::Error::push	SCCORE.DLL::ScCore::Error
EXTERNAL:00000156	FileFilter	SCCORE.DLL::ScCore::FileFilter::FileFilter	SCCORE.DLL::ScCore::FileFilter
EXTERNAL:00000157	~FileFilter	SCCORE.DLL::ScCore::FileFilter::~FileFilter	SCCORE.DLL::ScCore::FileFilter
EXTERNAL:00000158	test	SCCORE.DLL::ScCore::FileFilter::test	SCCORE.DLL::ScCore::FileFilter
EXTERNAL:00000159	FileSpec	SCCORE.DLL::ScCore::FileSpec::FileSpec	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000015a	getExtension	SCCORE.DLL::ScCore::FileSpec::getExtension	SCCORE.DLL::ScCore::FileSpec
EXTERNAL:0000015b	getSpecialDir	SCCORE.DLL::ScCore::FileUtils::getSpecialDir	SCCORE.DLL::ScCore::FileUtils
EXTERNAL:0000015c	setCurrentDir	SCCORE.DLL::ScCore::FileUtils::setCurrentDir	SCCORE.DLL::ScCore::FileUtils
EXTERNAL:0000015d	write	SCCORE.DLL::ScCore::File::write	SCCORE.DLL::ScCore::File
EXTERNAL:0000015e	tell	SCCORE.DLL::ScCore::File::tell	SCCORE.DLL::ScCore::File
EXTERNAL:0000015f	Folder	SCCORE.DLL::ScCore::Folder::Folder	SCCORE.DLL::ScCore::Folder
EXTERNAL:00000160	~Folder	SCCORE.DLL::ScCore::Folder::~Folder	SCCORE.DLL::ScCore::Folder
EXTERNAL:00000161	create	SCCORE.DLL::ScCore::Folder::create	SCCORE.DLL::ScCore::Folder
EXTERNAL:00000162	iterate	SCCORE.DLL::ScCore::Folder::iterate	SCCORE.DLL::ScCore::Folder
EXTERNAL:00000163	getKeys	SCCORE.DLL::ScCore::SparseArray::getKeys	SCCORE.DLL::ScCore::SparseArray
EXTERNAL:00000164	operator=	SCCORE.DLL::ScCore::String::operator=	SCCORE.DLL::ScCore::String
EXTERNAL:00000165	escape	SCCORE.DLL::ScCore::String::escape	SCCORE.DLL::ScCore::String
EXTERNAL:00000166	insert	SCCORE.DLL::ScCore::String::insert	SCCORE.DLL::ScCore::String
EXTERNAL:00000167	insert	SCCORE.DLL::ScCore::String::insert	SCCORE.DLL::ScCore::String
EXTERNAL:00000168	find	SCCORE.DLL::ScCore::String::find	SCCORE.DLL::ScCore::String
EXTERNAL:00000169	set	SCCORE.DLL::ScCore::String::set	SCCORE.DLL::ScCore::String
EXTERNAL:0000016a	~LiveObject	SCCORE.DLL::ScCore::LiveObject::~LiveObject	SCCORE.DLL::ScCore::LiveObject
EXTERNAL:0000016b	createProperty	SCCORE.DLL::ScCore::LiveObject::createProperty	SCCORE.DLL::ScCore::LiveObject
